Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,Y.13.02,Ключ шестигранный AAL-02-2.5 mm (AKKO),AKKO,11,0,0,Ключ
,Y.13.03,Ключ шестигранный AAL-03-3 mm,AKKO,9,0,0,Ключ
,Y.13.05,Ключ шестигранный AAL-05-4 mm (AKKO),AKKO,7,2,0,Ключ
,Y.13.07,Ключ шестигранный AAL-07-5 mm (AKKO),AKKO,1,0,0,Ключ
,Y.01.56,Опорная пластина AARC-3-0001 (AKKO),AKKO,5,3,0,Запчасть
,Y.01.22,Опорная пластина AASN-3-0004 (AKKO),AKKO,0,20,0,Запчасть
,Y.01.23,Опорная пластина AASN-3-0005 (AKKO),AKKO,15,0,0,Запчасть
,Y.01.25,Опорная пластина AASN-3-0023 (AKKO),AKKO,11,0,0,Запчасть
,Y.01.07,Опорная пластина AATN-3-0025 (AKKO),AKKO,8,0,0,Запчасть
,Y.05.03,Винт AAV-03-M5X12 (AKKO),AKKO,10,0,0,Запчасть
,Y.05.04,Винт AAV-04-M5X12,AKKO,9,0,0,Запчасть
,Y.05.05,Винт AAV-05-M6X15 (AKKO),AKKO,0,5,0,Запчасть
,Y.05.06,Винт AAV-06-M3.5X11 (AKKO),AKKO,7,0,0,Запчасть
,Y.05.18,Винт AAV-13-M5X8 (AKKO),AKKO,6,0,0,Запчасть
,Y.01.32,Опорная пластина AAVN-2-0002 (AKKO),AKKO,0,4,4,Запчасть
,Y.01.39,Опорная пластина AAWN-SW317 (AKKO),AKKO,13,0,0,Запчасть
,Y.11.01,Сухарь AAY-01 (AKKO),AKKO,8,0,0,Запчасть
,Y.11.03,Сухарь AAY-03 (AKKO),AKKO,1,0,0,Запчасть
,Y.11.05,Сухарь AAY-05 (AKKO),AKKO,10,0,0,Запчасть
,Y.04.01,Шайба ABPL-01 (AKKO),AKKO,0,0,2,Запчасть
,Y.04.02,Шайба ABPL-02 (AKKO),AKKO,10,0,0,Запчасть
,Y.02.13,Прижим ACK-04 (AKKO),AKKO,10,0,0,Запчасть
,Y.02.14,Прижим ACK-05 (AKKO),AKKO,1,1,0,Запчасть
,Y.02.18,Прижим ACK-09 (AKKO),AKKO,3,0,0,Запчасть
,Y.02.52,Прижим ACK-27 (AKKO),AKKO,16,0,0,Запчасть
,Y.02.53,Прижим ACK-28 (AKKO),AKKO,15,0,0,Запчасть
,Y.02.54,Прижим ACK-29 (AKKO),AKKO,9,0,0,Запчасть
,Y.03.01,Винт AKV-01-M5X22 (AKKO),AKKO,7,0,0,Запчасть
,Y.03.03,Винт AKV-03-M6X22,AKKO,0,3,0,Запчасть
,Y.03.04,Винт AKV-04-M5X17 (AKKO),AKKO,0,4,0,Запчасть
,Y.03.16,Винт AKV-16-M6X16 (AKKO),AKKO,10,0,0,Запчасть
,Y.03.30,Винт AKV-29-M6x29 (AKKO),AKKO,10,0,0,Запчасть
,Y.15.01,Пружина AKY-01 (AKKO),AKKO,5,0,0,Запчасть
,Y.10.02,Винт ALV-02-M6X17 (AKKO),AKKO,4,0,0,Запчасть
,Y.10.03,Винт ALV-03-M8X19 (AKKO),AKKO,7,0,0,Запчасть
,Y.10.06,Винт ALV-06-M12X36 (AKKO),AKKO,5,0,0,Запчасть
,Y.02.08,Прижим AMK-04 (AKKO),AKKO,17,0,0,Запчасть
,Y.02.48,Прижим AMK-07 (AKKO),AKKO,0,4,0,Запчасть
,Y.25.05,Футорка AMP-05 (AKKO)  //внутреняя G1/4'' -> наружная G1/8'//,AKKO,0,0,0,Фитинг
,Y.09.01,Рычаг APL-01 (AKKO),AKKO,10,0,0,Запчасть
,Y.09.03,Рычаг APL-03 (AKKO),AKKO,0,6,0,Запчасть
,Y.09.06,Рычаг APL-06 (AKKO),AKKO,10,0,0,Запчасть
,Y.09.07,Рычаг APL-07,AKKO,8,0,0,Запчасть
,Y.06.04,Штифт APM-04,AKKO,0,1,0,Запчасть
,Y.06.12,Штифт APM-12 (AKKO),AKKO,0,4,0,Запчасть
,Y.06.14,Штифт APM-14 (AKKO),AKKO,5,0,0,Запчасть
,Y.19.02,Стопорное кольцо AS-01 (AKKO),AKKO,2,0,0,Запчасть
,Y.30.01.01.02,Прижим ATK-02-B (AKKO),AKKO,40,0,10,Запчасть
,Y.02.03,Прижим ATK-03 (AKKO),AKKO,3,5,0,Запчасть
,Y.01.45,Опорная пластина ATS-16E (AKKO),AKKO,0,5,0,Запчасть
,Y.01.46,Опорная пластина ATS-16I (AKKO),AKKO,2,0,0,Запчасть
,Y.01.48,Опорная пластина ATS-22I,AKKO,0,2,0,Запчасть
,100553,Калибр кольцо резьбовой ПР D5704 M30 6g,DC Swiss,1,0,0,Калибр
,111195,Комплект метчиков N1210-S M20x1.5 6H,DC Swiss,1,0,0,Метчик
,151864,Метчик RTS423VS-4 M12 6HX DC,DC Swiss,1,0,0,Режущий метчик
,110581,Метчикодержатель D5830-8 a=3.4 L=95 DC,DC Swiss,1,0,0,Метчикодержатель
,Y.01.47,Опорная пластина ATS-22E,AKKO,0,19,0,Запчасть
,Y.18.22,Болт 2503-M4x16 (AKKO),AKKO,8,0,0,Запчасть
,M.01.01.03.06.11,Державка SVJCR 1616 K11-SHP (AKKO) //с подводом СОЖ через инструмент//,AKKO,0,1,0,Корпус резца со сменными пластинами
,V-M3X7-T8,Винт V-M3X7-T8,Applitec,3,0,0,Запчасть
,2023-0.51,Сверло твёрдосплавное 2023-0.51,Applitec,0,3,0,Сверло спиральное
,2200-650,Сверло центровочное 2200-650 //DC=6.5; Alfa=90; DCON=6.5//,Applitec,0,1,0,Сверло центровочное
,SDJCR-2020J-11-JET,Державка SDJCR-2020J-11-JET,Applitec,1,0,0,Корпус резца со сменными пластинами
,744ZXT10-1.5-TIALN,Пластина 744ZXT10-1.5-TIALN,Applitec,3,0,0,Пластина
,763VX-15°-R08-N,Пластина 763VX-15°-R08-N,Applitec,10,0,0,Пластина
,763VX-15°-R08-TIALN,Пластина 763VX-15°-R08-TIALN,Applitec,10,0,0,Пластина
,764ZX10-1.5-R08-TIALN,Пластина 764ZX10-1.5-R08-TIALN,Applitec,10,0,0,Пластина
,VCGT-1103005-FN-X8-TIALN,Пластина VCGT-1103005-FN-X8-TIALN,Applitec,0,10,0,Пластина
,766-AG60°-TIALN,Пластина 766-AG60°-TIALN,Applitec,10,0,0,Пластина резьбовая
,1101-30/8-0.45 Z80,Фреза дисковая 1101-30/8-0.45 Z80,Applitec,1,0,0,Дисковая фреза
,006322,Сверлильная головкка PI22-AS HSS5/TIALN,Arno,3,0,0,Сверлильная головка
,808R+,Державка 8х8 правая 808R+,BIMU,0,1,0,Корпус резца со сменными пластинами
,860RP+2,0 - r 0,1 - BI40U,Пластина 860RP+2,0 - r 0,1 - BI40U,BIMU,5,0,0,Пластина
,861Rb1,0BI40U,Пластина для обратного точения правая 861Rb1,0BI40U,BIMU,3,0,0,Пластина
,861Rb1,5 - r 0,1 - BI40U,Пластина для обратного точения правая 861Rb1,5 - r 0,1 - BI40U,BIMU,0,3,0,Пластина
,863Rb0,6 - r 0,1 - 20° - ,Пластина для обратного точения правая 863Rb0,6 - r 0,1 - 20° - BI40U,BIMU,5,0,0,Пластина
,843Rb2,0 - r 0,1 - BI40U,Пластина отрезная для работы в основном шпинделе правая 843Rb2,0 - r 0,1 - BI40U,BIMU,5,0,0,Пластина канавочная
,398535070100,Комплект кулачков к ток.патрону SJZ 3500:3200-400,BISON,0,3,0,Кулачки токарного патрона
,398525086200,Кулачки SGM MPS 315-21-02,BISON,1,0,0,Кулачки токарного патрона
,341258645400,Резцедержатель1258-50-32 //E2-50-32 VDI50-D32//,BISON,1,0,0,Статический блок
,800002506,Центр вращающийся 8811-6/II М6 кл.2,BISON,1,0,0,Токарный центр
,800006848,Центр вращающийся с удлинённым рабочис конусом 8814-4/II М4 кл. 2 (800006848),BISON,1,0,0,Токарный центр
,800000145,Втулка переходная 1661-50-5-105 //BT50->CM5 A//,BISON,0,0,0,Хвостовик инструмента
,TSB-0204,Винт TSB-0204,BPK Inc.,10,0,0,Запчасть
,TSB-243,Винт TSB-243,BPK Inc.,10,0,0,Запчасть
,B6-2380-S40,Корпус сверла B6-2380-S40 (ø38×2D),BPK Inc.,1,0,0,Корпус сверла
,B6K-2360-ABS50,Корпус комбинированного сверла B6K-2360-ABS50 (ø26×2D),BPK Inc.,2,0,0,Корпус сверла
,BF-3270-S32,Корпус сверла со сменными головками BF-3270-S32,BPK Inc.,1,0,0,Корпус сверла
,BF-5280-S32,Корпус сверла со сменными головками BF-5280-S32,BPK Inc.,1,0,0,Корпус сверла
,BS7-50150,Винт BS7-50150,BPK Inc.,8,0,0,Корпус сверла
,SPGG060204-DA K10,Пластина сверлильная SPGG 060204-DA K10,BPK Inc.,10,0,0,Пластина для свёрл
,SPGG140512-DA K10,Пластина сверлильная SPGG 140512-DA K10,BPK Inc.,6,0,0,Пластина для свёрл
,SPMG060204-DE 6000,Пластина сверлильная SPMG 060204-DE 6000,BPK Inc.,1,0,0,Пластина для свёрл
,SPMG090408-DE 6000,Пластина сверлильная SPMG 090408-DE 6000,BPK Inc.,3,0,0,Пластина для свёрл
,482A-320,Головка сверлильная 482A-320,BPK Inc.,1,0,0,Сверлильная головка
,484T-480,Головка сверлильная 484T-480,BPK Inc.,5,0,0,Сверлильная головка
,48ZC-0120M,Головка сверлильная 48ZC-0120M,BPK Inc.,1,0,0,Сверлильная головка
,48Zi-0120M,Головка сверлильная 48Zi-0120M,BPK Inc.,1,0,0,Сверлильная головка
,P22i-320,Головка сверлильная P22i-320,BPK Inc.,2,0,0,Сверлильная головка
,Bi-0270,Сверлильная головка BI-0270,BPK Inc.,2,0,0,Сверлильная головка
,BI-0280,Сверлильная головка BI-0280,BPK Inc.,2,0,0,Сверлильная головка
,EMC-1809090D,Корпус концевой фрезы EMC-1809090D (ø18; Z2; APKT 09T3..),BPK Inc.,1,0,0,Корпус фрезы со сменными пластинами
,EMC-2209110D,Корпус концевой фрезы EMC-2209110D (ø22; Z2; APKT 09T3..),BPK Inc.,1,0,0,Корпус фрезы со сменными пластинами
,EMC-2509110D,Корпус концевой фрезы EMC-2509110D (ø25; Z2; APKT 09T3..),BPK Inc.,2,0,0,Корпус фрезы со сменными пластинами
,EMC-2517120P,Корпус концевой фрезы EMC-2517120P (ø25; Z2; APKT 1705..),BPK Inc.,2,0,0,Корпус фрезы со сменными пластинами
,EMC-3212150D-3Z,Корпус концевой фрезы EMC-3212150D-3Z (ø32; Z3; APKT 1204..),BPK Inc.,2,0,0,Корпус фрезы со сменными пластинами
,ESC-801727P-Z7,Корпус торцевой фрезы ESC-801727P-Z7 (ø80; Z7; APKT 1705..),BPK Inc.,1,0,0,Корпус фрезы со сменными пластинами
,5500631_BR,Сверло твёрдосплавное DTM3.0790A041.STK,Brice tools,0,1,0,Сверло спиральное
,5500386_BR,Сверло твёрдосплавное DTP5.0550A044.STK,Brice tools,1,0,0,Сверло спиральное
,6000025_BR,Пластина твердосплавная CNMG 120404-GS BR1021,Brice tools,2,0,0,Пластина
,6000023_BR,Пластина твердосплавная CNMG 120404-SS BR1031,Brice tools,2,0,0,Пластина
,6000064_BR,Пластина твердосплавная WNMG 080408-SS BR1031,Brice tools,2,0,0,Пластина
,1100147_BR,Фреза твёрдосплавная B41N.120R030.ST,Brice tools,0,1,0,Фреза монолитная
,1100435_BR,Фреза твёрдосплавная C41.080F000.ST [8х20х8х63;Z4 TiAlN Brice],Brice tools,0,6,0,Фреза монолитная
,1100436_BR,Фреза твёрдосплавная C41.100F000.ST [10х22х10х76;Z4 TiAlN Brice],Brice tools,1,0,0,Фреза монолитная
,unknown,Круг алмазный 14F1 300 10 6 20 R=5 D 151 S 200 GAL,CAFRO,0,0,0,Шлифовка прокатных валков
,18.530.050.20,Резцедержатель радиальный Capto5□20×20,CANELA,1,0,0,Статический блок
,18.306.050.16,Патрон Capto5-Weldon16-A65,CANELA,1,0,0,Хвостовик инструмента
,RP924421040,Специальная зенковка RP 924421040 (A=40; B=22),CANELA,1,0,0,Зенковка
,RP92442104,Специальная зенковка RP 924421048 (A=48; B=27),CANELA,1,0,0,Зенковка
,1608,Винт сапожка 1608 (под PCLN…. 12/PWLN… 08),CANELA,5,0,0,Запчасть
,3612,Опорная пластина 3612 (под PCLN…. 12),CANELA,5,0,0,Запчасть
,6926,Картридж 6926 (для регулируемой зенковки 1634.27.025),CANELA,1,0,0,Запчасть
,8012,Сапожок 8012 (под PCLN…. 12/PWLN… 08),CANELA,5,0,0,Запчасть
,CCLNR3225P12-4CD,Державка CCLNR3225P12-4CD,CANELA,1,0,0,Корпус резца со сменными пластинами
,PCLNR4040S16,Державка PCLNR 4040 S16,CANELA,1,0,0,Корпус резца со сменными пластинами
,PSSNL4040S19,Державка PSSNL 4040 S19,CANELA,2,0,0,Корпус резца со сменными пластинами
,PSSNL4040S25,Державка PSSNL 4040 S25,CANELA,2,0,0,Корпус резца со сменными пластинами
,SCLCR2525M12,Державка SCLCR 2525 M12,CANELA,1,0,0,Корпус резца со сменными пластинами
,CCMT 080308-03 TIN16,Пластина CCMT 080308-03 TIN16,CANELA,14,0,0,Пластина
,SNMG120412RC-TN30,Пластина SNMG 120412 RC-TN30,CANELA,5,0,0,Пластина
,SDMT12T308TL20,Пластина SDMT 12T308 TL20,CANELA,40,0,0,Пластина для фрез
,09-SCH-ER20,Ключ 09-SCH-ER20,Caporali,1,0,0,Ключ
,09-SCH-ER20M,Ключ 09-SCH-ER20M,Caporali,1,0,0,Ключ
,BT50.RM32,Оснастка: Патрон цанговый для развёрток с радиальной компенсацией BT50.RM32,Caporali,1,0,0,Хвостовик инструмента
,352300004,Метчик ручной чистовой M 523 M4 6HX Quartz FIN,Carmon,8,0,0,Метчик
,UP0530A SPMG 07T308-TT,Пластина сверлильная SPMG 07T308-TT UP0530A,Cerabit - Ssang Yong - Union Materials,30,0,0,Пластина для свёрл
,UP0025 SPMG 090408-TT,Пластина сверлильная SPMG 090408-TT UP0025,Cerabit - Ssang Yong - Union Materials,5,0,0,Пластина для свёрл
,ST300 RCGX 191000 ACX542,Пластина керамическая RCGX 191000 ACX542 ST300,Cerabit - Ssang Yong - Union Materials,5,0,0,Пластина керамическая
,SN800 RCGX 191000 X542,Пластина керамическая RCGX 191000 X542 SN800,Cerabit - Ssang Yong - Union Materials,8,0,0,Пластина керамическая
,37.70.91.11.232.0.0,Запчасть: Опорная пластина + Винт 37.70.91.11.232.0 0,CeramTec,5,0,0,Запчасть
,37.70.91.23.114.0.1,Запчасть: Прижим + Винт 37.70.91.23.114.0 1,CeramTec,5,0,0,Запчасть
,710.75.014.05,Державка CLFBN 3232 P-150,CeramTec,1,0,0,Корпус резца со сменными пластинами
,38.36.56.334.03.7.0,Пластина CCGW 060204 T00520 SH2,CeramTec,4,0,0,Пластина керамическая
,38.36.56.328.20.0.0,Пластина CCGW 120408 T01020 SL500,CeramTec,6,2,0,Пластина керамическая
,38.36.42.331.20.7.0,Пластина RCGX 060600 T01020 SH2,CeramTec,1,0,0,Пластина керамическая
,38.36.42.335.31.7.0,Пластина RCGX 060700 S05015 SH2,CeramTec,5,0,0,Пластина керамическая
,38.36.42.104.86.0.0,Пластина RCGX 120700 K86 SL500,CeramTec,10,0,0,Пластина керамическая
,38.36.42.104.86.7 8,Пластина RCGX 120700 P86 SH2,CeramTec,1,0,0,Пластина керамическая
